0, 0, 52, 66
0, 0, 68, 66
0, 0, 84, 66
0, 0, 100, 66
0, 0, 116, 66
0, 0, 132, 66
0, 0, 180, 66
0, 1, 196, 66
0, 0, 212, 66
0, 0, 228, 66
0, 2, 212, 50
0, 2, 228, 50
0, 4, 228, 34, don't touch them!
0, 1, 244, 66
0, 0, 260, 66
0, 0, 308, 82
0, 0, 324, 82
0, 0, 340, 82
0, 2, 324, 66
0, 2, 340, 66
0, 0, 356, 82
0, 0, 404, 82
0, 0, 420, 82
0, 0, 436, 82
0, 2, 420, 66
0, 2, 436, 66
0, 0, 452, 82
0, 0, 500, 82
0, 0, 516, 82
0, 0, 532, 82
0, 2, 516, 66
0, 2, 532, 66
0, 0, 548, 82
0, 0, 596, 82
0, 2, 612, 82
0, 2, 628, 82
0, 0, 644, 82
0, 1, 596, 98
0, 2, 612, 98
0, 2, 628, 98
0, 1, 644, 98
0, 1, 596, 114
0, 2, 612, 114
0, 2, 628, 114
0, 1, 644, 114
0, 1, 596, 130
0, 2, 612, 130
0, 2, 628, 130
0, 1, 644, 130
0, 0, 596, 258
0, 0, 612, 258
0, 0, 628, 258
0, 0, 644, 258
0, 3, 644, 242
