0, 0, 84, 66
0, 0, 100, 66
0, 4, 100, 34, choose the right one
0, 0, 36, 66
0, 1, 20, 66
0, 0, 4, 66
0, 1, -12, 66
0, 0, -28, 66
0, 1, -44, 66
0, 0, -60, 66
0, 1, -76, 66
0, 0, -92, 66
0, 1, -108, 66
0, 0, -124, 66
0, 1, -140, 66
0, 0, -156, 66
0, 1, -172, 66
0, 0, -188, 66
0, 1, -204, 66
0, 0, -220, 66
0, 1, -236, 66
0, 0, -252, 66
0, 1, -268, 66
0, 0, -284, 66
0, 2, -300, 66
0, 0, -316, 66
0, 1, -284, 258
0, 1, -300, 258
0, 1, -316, 258
0, 4, -284, 226, ha-ha-ha-ha! lol!
0, 0, 148, 66
0, 0, 196, 66
0, 0, 244, 66
0, 0, 292, 66
0, 0, 340, 66
0, 0, 388, 66
0, 0, 436, 66
0, 0, 484, 66
0, 0, 532, 66
0, 0, 580, 66
0, 0, 628, 66
0, 0, 644, 66
0, 3, 644, 50
